总里程,业务类型,需求类型1,需求类型2,线路编码,是否续签,始发网点,目的网点,交易成功时长,成交对象,车辆长度,车辆吨位,标的展示策略,打包类型,运输等级,调价类型,调价紧急程度,始发地省份名称,目的地省份名称,车辆类型分类,交易对象,地区类型,地区,需求紧急程度,计划靠车前可用分钟数,计划发车前可用分钟数,计划到达前行驶分钟数,计划卸货分钟数,交易运行分钟数,实际靠车前可用分钟数,实际发车前可用分钟数,实际结束前分钟数,调价审核分钟数,线路指导价（不含税）
54.91,重货,普通,计划,7,非续签,4,2,1798,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,23622.0,23712.0,90.0,54.0,2215.0,23147.9,23270.3,1047.183333,2.133333,369
54.91,重货,普通,计划,7,非续签,4,2,2882,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,26756.0,26816.0,90.0,54.0,1125.0,26334.683333,26578.533333,277.583333,153.466667,403
45.0,速运,普通,计划,86,非续签,18,17,26,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,26708.0,26738.0,60.0,41.0,2082.0,26612.15,26734.016667,3.35,1.483333,282
144.0,重货,普通,计划,93,已分拨续签,19,10,124,C,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,23625.0,23925.0,150.0,85.0,6264.0,23415.283333,23646.116667,3062.15,4.316667,935
36.0,速运,普通,计划,37,已分拨续签,6,9,1,C,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,C,业务区,2,常规订单,54543.0,54573.0,55.0,12.0,2879.066667,54488.95,54568.683333,1.7,0.033333,165
144.0,重货,普通,计划,91,已分拨续签,19,10,43,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,33774.0,33804.0,146.0,85.0,2836.766667,33153.65,33688.916667,277.416667,0.05,835
2670.0,重货,普通,计划,47,已分拨续签,11,20,1206,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,48188.0,48248.0,2972.0,66.0,1566.433333,47816.866667,48127.683333,12.166667,0.033333,12226
36.0,速运,普通,计划,38,已分拨续签,6,9,471,C,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,C,业务区,2,常规订单,46066.0,46086.0,60.0,12.0,2409.25,46007.416667,46081.35,1.516667,0.016667,165
144.0,重货,普通,计划,91,非续签,19,10,36,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,43596.0,43666.0,146.0,85.0,1800.0,42799.483333,43066.983333,460.516667,2.666667,835
144.0,重货,普通,临时,91,非续签,19,10,72,C,9.6,14.0,BDC,单边,二级运输,未调整,紧急,广东省,广东省,厢式运输车,BC,分拨区,3,紧急订单,594.0,924.0,146.0,85.0,591.0,470.583333,875.8,275.733333,69.516667,959
144.0,重货,普通,临时,91,非续签,19,10,264,C,9.6,14.0,BDC,单边,二级运输,未调整,常规,广东省,广东省,厢式运输车,BC,分拨区,3,常规订单,795.0,1005.0,146.0,85.0,551.0,912.583333,1009.0,382.416667,20.5,843
241.0,重货,普通,计划,81,已分拨续签,15,16,8,B,9.6,14.0,DIR,人工,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,8991.0,9411.0,225.0,41.0,2871.983333,8967.15,9311.716667,29.283333,0.25,1517
2544.0,速运,普通,计划,59,非续签,12,20,9787,B,15.0,30.0,DIR,人工,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,14146.0,14186.0,2690.0,41.0,2379.0,13493.45,14709.116667,224.466667,6952.383333,10639
45.0,速运,普通,计划,85,已分拨续签,18,17,10109,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,11999.0,12029.0,55.0,41.0,3324.0,11843.683333,11964.15,2.183333,0.75,284
241.0,速运,普通,计划,73,已分拨续签,14,16,77,B,9.6,14.0,DIR,人工,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,49340.0,49460.0,215.0,41.0,2803.366667,49285.116667,49406.583333,4.066667,0.05,1022
144.0,重货,普通,计划,91,非续签,19,10,1090,B,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,16695.0,16755.0,146.0,41.0,736.0,16424.15,16647.866667,1599.083333,126.883333,609
45.0,速运,普通,计划,88,已分拨续签,18,17,1551,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,51849.0,52019.0,60.0,17.0,1329.283333,51795.316667,52002.616667,5.9,0.033333,284
36.0,速运,普通,计划,43,已分拨续签,6,9,62,C,4.2,1.5,DIR,人工,三级运输,调低,常规,广东省,广东省,厢式运输车,C,业务区,2,常规订单,48081.0,48111.0,50.0,12.0,2818.433333,48017.5,48076.633333,71.033333,0.016667,179
144.0,重货,普通,计划,91,已分拨续签,19,10,36,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,38086.0,38116.0,146.0,85.0,2844.283333,37246.083333,37844.4,474.45,0.05,835
54.9,重货,普通,计划,2,非续签,4,1,4722,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,29640.0,29675.0,90.0,36.0,1169.0,29283.816667,29672.216667,367.866667,91.1,403
45.0,速运,普通,计划,86,已分拨续签,18,17,154,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,22304.0,22334.0,60.0,17.0,2726.816667,22171.266667,22331.5,1.65,0.033333,257
144.0,重货,普通,计划,93,已分拨续签,19,10,2,C,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,41378.0,41408.0,150.0,85.0,2878.2,41288.933333,41389.966667,83.25,0.05,1023
45.0,速运,普通,计划,88,已分拨续签,18,17,35,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,18703.0,18733.0,60.0,41.0,2845.316667,18488.116667,18701.166667,3.033333,0.033333,282
55.22,重货,普通,计划,8,非续签,4,2,1313,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,18261.0,18461.0,95.0,54.0,6958.0,18105.616667,18399.083333,19.0,1.1,402
54.9,重货,普通,计划,2,非续签,4,1,4722,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,39720.0,39755.0,90.0,36.0,1170.0,39200.966667,39608.916667,163.566667,91.55,403
34.0,速运,普通,计划,29,非续签,5,9,45,B,4.2,1.5,BDC,人工,三级运输,未调整,常规,广东省,广东省,厢式运输车,BC,业务区,2,常规订单,39254.0,39269.0,55.0,12.0,29174.0,39189.483333,39221.6,1.95,1.883333,159
45.0,速运,普通,计划,88,已分拨续签,18,17,10,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,27482.0,27652.0,60.0,17.0,2870.6,27392.433333,27629.316667,3.866667,94.15,284
33.0,速运,普通,计划,25,已分拨续签,5,9,194,B,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,25762.0,25792.0,60.0,12.0,2686.616667,25743.75,25788.566667,0.766667,0.033333,111
2544.0,速运,普通,计划,61,已分拨续签,12,20,1559,B,15.0,30.0,DIR,周期流向,一级运输,未调整,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,22566.0,22626.0,2750.0,66.0,1321.266667,22456.983333,23411.5,134.333333,0.033333,14055
45.0,速运,普通,计划,89,已分拨续签,18,17,1457,B,5.2,3.0,DIR,周期流向,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,42056.0,42086.0,60.0,17.0,1423.616667,41881.333333,41955.133333,6.0,0.016667,257
144.0,重货,普通,计划,93,已分拨续签,19,10,898,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,39685.0,39805.0,150.0,85.0,1982.05,39569.55,39747.85,78.216667,1486.683333,759
2603.0,速运,普通,计划,58,非续签,12,20,1075,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,15084.0,15144.0,2881.0,66.0,2490.0,14672.316667,15122.5,9.35,1.016667,10989
45.0,速运,普通,计划,85,已分拨续签,18,17,2690,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,50831.0,50861.0,55.0,17.0,190.416667,50711.9,50854.433333,1.533333,0.016667,284
144.0,重货,普通,计划,91,已分拨续签,19,10,39,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,20776.0,20836.0,146.0,85.0,2841.383333,20013.566667,20833.483333,285.966667,0.066667,835
54.91,重货,普通,临时,7,非续签,4,2,919,C,7.6,7.0,BDC,单边,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,861.0,896.0,90.0,54.0,111.35,839.783333,896.083333,1396.2,1.016667,403
45.0,速运,普通,计划,89,已分拨续签,18,17,6,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,49271.0,49301.0,60.0,17.0,2875.2,49197.266667,49272.533333,5.066667,94.25,284
45.0,速运,普通,计划,86,已分拨续签,18,17,1460,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,23649.0,23679.0,60.0,17.0,1420.616667,23564.416667,23678.65,4.833333,0.033333,257
144.0,重货,普通,计划,93,已分拨续签,19,10,4,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,25207.0,25507.0,150.0,85.0,2876.516667,25093.2,25246.6,217.866667,0.283333,875
45.0,速运,普通,计划,85,已分拨续签,18,17,1437,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,16368.0,16398.0,55.0,17.0,1443.2,16266.133333,16329.266667,3.183333,0.033333,257
54.9,重货,普通,计划,16,非续签,4,3,2851,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,32768.0,32968.0,85.0,28.0,1207.0,32716.233333,32840.533333,127.533333,0.133333,443
33.0,速运,普通,计划,23,已分拨续签,5,9,428,B,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,27055.0,27085.0,70.0,12.0,2452.833333,27024.133333,27078.816667,1.216667,0.033333,111
2603.0,速运,普通,计划,58,非续签,12,20,1308,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,31024.0,31084.0,2881.0,66.0,915.0,30614.716667,30916.366667,9.683333,1.8,10989
45.0,速运,普通,计划,88,已分拨续签,18,17,10,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,15962.0,16132.0,60.0,17.0,2870.6,15864.466667,16127.416667,4.35,94.15,284
144.0,重货,普通,临时,91,非续签,19,10,33,C,9.6,14.0,BDC,单边,二级运输,未调整,紧急,广东省,广东省,厢式运输车,BC,分拨区,3,紧急订单,509.0,899.0,146.0,85.0,506.0,515.316667,790.316667,196.566667,0.333333,1019
45.0,速运,普通,计划,85,已分拨续签,18,17,34,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,26379.0,26409.0,55.0,17.0,2846.633333,26201.333333,26384.7,4.9,0.05,257
241.0,速运,普通,计划,73,非续签,14,16,12,B,9.6,14.0,DIR,人工,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,35216.0,35336.0,215.0,41.0,2084.0,35224.666667,35339.9,2.333333,0.833333,1042
45.0,速运,普通,计划,88,已分拨续签,18,17,10,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,30362.0,30532.0,60.0,17.0,2870.6,30245.4,30514.466667,3.75,94.15,284
54.9,重货,普通,计划,16,非续签,4,3,1797,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,32532.0,32732.0,85.0,28.0,2215.0,32386.0,32719.433333,34.383333,0.633333,368
2544.0,速运,普通,临时,59,非续签,12,20,10,C,15.0,30.0,BDC,单边,一级运输,未调整,紧急,陕西省,新疆维吾尔自治区,厢式运输车,BC,分拨区,4,紧急订单,644.0,794.0,2690.0,66.0,634.0,391.133333,783.883333,6.85,1.333333,10437
54.9,重货,普通,计划,3,非续签,4,1,1470,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,20156.0,20296.0,115.0,46.0,10047.0,19861.583333,19912.2,74.0,0.166667,394
241.0,重货,普通,计划,81,非续签,15,16,380,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,28977.0,29637.0,225.0,41.0,1236.0,28797.25,29149.733333,7.5,0.683333,1377
54.91,重货,普通,计划,7,非续签,4,2,4707,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,46786.0,46966.0,90.0,54.0,1184.0,46533.366667,46815.416667,522.85,69.283333,403
33.0,速运,普通,计划,27,已分拨续签,5,9,495,B,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,30524.0,30559.0,55.0,12.0,2385.25,30410.566667,30556.2,8.233333,0.033333,111
241.0,速运,普通,临时,73,非续签,14,16,1378,B,9.6,14.0,BDC,人工,二级运输,调高,常规,河南省,河南省,厢式运输车,BC,分拨区,5,常规订单,27774.0,27924.0,215.0,41.0,4766.0,27827.433333,27923.516667,0.866667,1048.633333,1252
144.0,重货,普通,计划,91,非续签,19,10,1090,B,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,5175.0,5235.0,146.0,41.0,736.0,4844.9,4991.016667,655.183333,126.883333,609
36.0,速运,普通,计划,38,已分拨续签,6,9,4,C,4.2,1.5,DIR,周期流向,三级运输,调低,常规,广东省,广东省,厢式运输车,C,业务区,2,常规订单,43237.0,43257.0,60.0,12.0,2876.583333,43191.0,43258.183333,2.333333,0.033333,179
54.9,重货,普通,计划,15,非续签,4,3,1,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,33757.0,33817.0,85.0,28.0,996.0,33635.083333,33808.2,317.883333,0.116667,394
241.0,速运,普通,计划,72,非续签,14,16,1436,B,9.6,14.0,BDC,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,BC,分拨区,5,常规订单,32123.0,32133.0,243.0,41.0,5827.0,31778.1,31956.433333,38.3,0.466667,1248
241.0,速运,普通,计划,72,已分拨续签,14,16,308,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,特急订单,41824.0,42574.0,243.0,41.0,2572.783333,41718.25,41878.433333,2.233333,0.033333,1292
241.0,速运,普通,计划,72,已分拨续签,14,16,308,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,特急订单,15904.0,16654.0,243.0,41.0,2572.783333,15811.216667,16013.433333,21.866667,0.033333,1292
45.0,速运,普通,计划,85,已分拨续签,18,17,162,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,51032.0,51062.0,55.0,17.0,2717.2,50840.85,50991.166667,3.9,1.566667,257
144.0,重货,普通,计划,93,已分拨续签,19,10,124,C,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,49545.0,49845.0,150.0,85.0,6264.0,49284.516667,49648.55,108.6,4.316667,935
241.0,速运,普通,计划,77,已分拨续签,14,16,156,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,24030.0,24090.0,220.0,41.0,2724.6,23716.166667,24093.683333,3.183333,0.05,1182
2544.0,速运,普通,计划,63,已分拨续签,12,20,1164,B,15.0,30.0,DIR,单边,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,21745.0,21805.0,2750.0,66.0,1716.3,21217.1,21471.366667,3679.733333,0.05,12720
241.0,速运,普通,计划,72,已分拨续签,14,16,309,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,特急订单,33480.0,33940.0,243.0,41.0,2571.533333,33238.133333,33426.233333,4.45,0.066667,1292
45.0,速运,普通,计划,85,已分拨续签,18,17,3,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,48066.0,48096.0,55.0,17.0,2876.883333,47900.866667,48003.816667,23.0,241.616667,284
45.0,速运,普通,计划,88,已分拨续签,18,17,1551,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,38889.0,39059.0,60.0,17.0,1329.283333,38870.033333,39043.916667,3.083333,0.033333,284
45.0,速运,普通,计划,85,已分拨续签,18,17,6,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,33665.0,33695.0,55.0,17.0,2875.116667,33564.266667,33618.083333,3.266667,216.283333,284
33.0,速运,普通,计划,26,已分拨续签,5,9,356,B,4.2,1.5,DIR,人工,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,32058.0,32173.0,60.0,12.0,2524.983333,31980.383333,32157.433333,3.666667,0.033333,127
54.9,重货,普通,计划,3,非续签,4,1,4789,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,34165.0,34305.0,115.0,46.0,1103.0,34130.416667,34301.85,46.7,207.7,403
45.0,速运,普通,计划,85,已分拨续签,18,17,4,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,33666.0,33696.0,55.0,17.0,2875.8,33566.916667,33652.6,3.433333,217.083333,284
54.9,重货,普通,计划,15,非续签,4,3,2648,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,19784.0,19844.0,65.0,28.0,1362.0,19544.2,19733.266667,3177.316667,2589.45,403
45.0,速运,普通,计划,86,已分拨续签,18,17,153,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,53983.0,54013.0,60.0,17.0,2727.416667,53872.816667,54013.733333,4.15,0.033333,257
45.0,速运,普通,计划,85,已分拨续签,18,17,2647,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,53656.0,53686.0,55.0,17.0,233.65,53529.25,53674.533333,8.35,0.033333,284
241.0,速运,普通,计划,78,已分拨续签,14,16,316,B,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,15714.0,15784.0,240.0,41.0,2565.1,15674.1,15783.85,0.066667,0.05,999
2544.0,速运,普通,计划,58,已分拨续签,12,20,1224,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,紧急订单,15046.0,15106.0,2753.0,194.0,1656.116667,14507.5,14695.983333,6.4,0.016667,10922
144.0,重货,普通,计划,91,已分拨续签,19,10,961,B,9.6,14.0,DIR,单边,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,46541.0,46601.0,146.0,85.0,1920.0,46307.3,46375.95,452.9,0.033333,1022
45.0,速运,普通,计划,88,已分拨续签,18,17,22,B,5.2,3.0,DIR,周期流向,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,17476.0,17506.0,60.0,17.0,2858.216667,17317.0,17448.116667,4.166667,0.033333,257
45.0,速运,普通,计划,86,非续签,18,17,26,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,43988.0,44018.0,60.0,41.0,2082.0,43881.5,43960.016667,3.8,1.483333,282
45.0,速运,普通,计划,90,已分拨续签,18,17,33,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,53598.0,53628.0,60.0,17.0,2847.05,53527.45,53617.7,4.966667,0.033333,257
45.0,速运,普通,计划,88,已分拨续签,18,17,1461,B,5.2,3.0,DIR,周期流向,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,17525.0,17555.0,60.0,17.0,1419.45,17419.516667,17465.45,2.283333,0.033333,257
2544.0,速运,普通,临时,63,非续签,12,20,19,C,15.0,30.0,BDC,单边,一级运输,未调整,紧急,陕西省,新疆维吾尔自治区,厢式运输车,BC,分拨区,4,紧急订单,629.0,779.0,2750.0,66.0,624.0,778.966667,783.166667,26.066667,0.083333,12720
45.0,速运,普通,计划,89,已分拨续签,18,17,150,B,5.2,3.0,DIR,周期流向,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,17659.0,17689.0,60.0,17.0,2730.816667,17494.466667,17656.6,3.0,0.05,257
45.0,速运,普通,计划,90,已分拨续签,18,17,21,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,6289.0,6319.0,60.0,41.0,2860.033333,6180.716667,6300.566667,7.566667,0.016667,282
2544.0,速运,普通,计划,59,非续签,12,20,9716,B,15.0,30.0,BDC,人工,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,BC,分拨区,4,常规订单,3897.0,3937.0,2690.0,41.0,3851.0,3414.216667,3531.733333,82.533333,27.4,10636
241.0,速运,普通,临时,73,非续签,14,16,447,B,9.6,14.0,BDC,人工,二级运输,调高,常规,河南省,河南省,厢式运输车,BC,分拨区,5,常规订单,22193.0,22223.0,220.0,41.0,422.0,21805.566667,22228.833333,3.966667,150.316667,975
54.9,重货,普通,计划,3,非续签,4,1,1470,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,23036.0,23176.0,115.0,46.0,10047.0,22911.683333,23049.833333,234.65,0.166667,394
144.0,重货,普通,计划,91,已分拨续签,19,10,39,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,17896.0,17956.0,146.0,85.0,2841.383333,17297.9,17691.05,380.233333,0.066667,835
241.0,速运,普通,计划,72,已分拨续签,14,16,166,B,9.6,14.0,DIR,人工,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,26476.0,26596.0,220.0,41.0,2713.616667,26329.6,26551.833333,3.9,0.066667,1229
241.0,速运,普通,计划,72,已分拨续签,14,16,170,B,9.6,14.0,DIR,人工,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,11451.0,12201.0,220.0,41.0,2710.683333,11426.966667,11582.9,68.983333,0.15,1559
144.0,重货,普通,计划,91,已分拨续签,19,10,46,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,33774.0,33804.0,146.0,85.0,2834.633333,33158.75,33777.75,2984.55,0.05,835
33.0,速运,普通,计划,24,已分拨续签,5,9,157,B,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,23833.0,23863.0,60.0,12.0,2723.183333,23814.8,23854.916667,3.3,0.016667,127
45.0,速运,普通,计划,86,已分拨续签,18,17,35,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,55283.0,55313.0,60.0,17.0,2845.233333,55084.966667,55172.45,1.683333,0.016667,257
241.0,重货,普通,计划,83,已分拨续签,15,16,47,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,21484.0,21724.0,225.0,41.0,2833.25,21224.716667,21619.1,3.466667,0.05,1165
54.9,重货,普通,计划,16,非续签,4,3,4722,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,21335.0,21415.0,100.0,28.0,1169.0,21206.516667,21302.216667,151.183333,88.85,403
144.0,重货,普通,计划,91,已分拨续签,19,10,48,B,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,42719.0,42779.0,146.0,85.0,2832.516667,42492.733333,42700.383333,285.05,0.033333,835
241.0,重货,普通,临时,81,非续签,15,16,538,B,9.6,14.0,BDC,人工,二级运输,未调整,常规,河南省,河南省,厢式运输车,BC,分拨区,5,常规订单,6589.0,6739.0,225.0,41.0,1731.0,5842.0,6287.566667,7.066667,274.85,1262
45.0,速运,普通,计划,89,已分拨续签,18,17,1505,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,34702.0,34732.0,60.0,17.0,1375.583333,34680.033333,34682.783333,2.883333,0.033333,284
2600.86,重货,普通,计划,47,已分拨续签,11,20,1206,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,53948.0,54008.0,2881.0,66.0,1566.433333,53593.616667,54004.016667,42.616667,0.033333,11972
45.0,速运,普通,计划,86,已分拨续签,18,17,731,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,17878.0,17908.0,60.0,41.0,2149.133333,17772.683333,17884.15,3.566667,2906.2,284
144.0,重货,普通,临时,91,非续签,19,10,106,C,9.6,14.0,BDC,单边,二级运输,未调整,紧急,广东省,广东省,厢式运输车,BC,分拨区,3,紧急订单,572.0,902.0,146.0,85.0,567.0,548.45,752.55,192.083333,100.716667,1022
241.0,重货,普通,计划,81,非续签,15,16,7317,B,9.6,14.0,BDC,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,BC,分拨区,5,常规订单,19103.0,19283.0,230.0,41.0,184.0,18903.1,19430.333333,851.633333,0.25,1037
144.0,重货,普通,计划,93,已分拨续签,19,10,124,C,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,42345.0,42645.0,150.0,85.0,6264.0,42211.716667,42340.15,119.166667,4.316667,935
