Artist Reputation,Height,Width,Weight,Price Of Sculpture,Base Shipping Price,Area,Combined_Price,Duration,International,Express Shipment,Installation Included,Fragile,Material,Transport,Month,Year,Week,Customer Information,Customer Location,distance_sum,Cost
0.14,22.0,8.0,3387.0,5.84,12.19,176.0,18.03,-3,Yes,No,No,No,Bronze,Waterways,1,2017,1,Working Class,NC,12827944.71355826,4.889446465305039
0.3,15.0,7.0,3391.0,7.94,21.06,105.0,29.0,1,No,No,Yes,No,Bronze,Airways,1,2019,1,Working Class,OR,12835662.773558263,5.5899416582324415
0.79,16.0,6.0,3393.0,6.92,18.14,96.0,25.060000000000002,1,No,No,Yes,No,Brass,Roadways,8,2015,6,Working Class,KY,12837725.766441738,6.44271531036528
0.32,16.0,8.0,3384.0,15.63,14.84,128.0,30.47,-3,No,Yes,Yes,No,Brass,Roadways,5,2018,1,Working Class,MN,12839331.87355826,5.409858741280944
0.55,38.0,13.0,3381.0,21.6,20.02,494.0,41.620000000000005,0,Yes,No,No,Yes,Clay,Waterways,2,2019,2,Working Class,PA,12848611.78644174,6.050464320160579
0.08,43.0,15.0,3412.0,5.7,17.44,645.0,23.14,-2,No,No,No,No,Aluminium,Roadways,3,2017,3,Working Class,PA,12866284.55355826,4.9576563693053695
0.46,30.0,7.0,3411.0,3.04,18.65,210.0,21.689999999999998,-2,No,No,Yes,Yes,Clay,Roadways,12,2015,6,Working Class,TX,12868882.55355826,5.7416240320830765
0.34,15.0,9.617647058823529,3401.0,17.3,23.24,144.26470588235293,40.54,-4,Yes,No,No,No,Brass,Roadways,4,2016,2,Working Class,AK,12868914.153558262,5.569908166099873
0.6,24.0,6.0,3432.0,7.76,20.62,144.0,28.380000000000003,0,Yes,No,No,No,Bronze,Roadways,11,2016,4,Working Class,AE,12898126.80644174,6.198275443801294
0.38,14.0,8.0,3432.0,15.57,23.56,112.0,39.129999999999995,-4,Yes,No,No,No,Bronze,Waterways,5,2018,3,Working Class,KS,12912497.53355826,5.414231991144392
0.46,16.0,8.0,3451.0,8.14,17.77,128.0,25.91,3,No,No,Yes,No,Bronze,Roadways,11,2016,6,Working Class,OR,12927717.47355826,5.948817972386509
0.33,17.0,8.0,3473.0,6.1,10.55,136.0,16.65,0,No,No,No,No,Bronze,Roadways,6,2016,1,Working Class,NV,12959441.31355826,5.146912912388804
0.13,38.0,13.0,3480.0,7.22,10.39,494.0,17.61,0,No,No,No,No,Aluminium,Roadways,4,2019,3,Working Class,SD,12971554.73355826,4.892902257189914
0.4618504347826087,25.0,6.0,3467.0,19.02,12.55,150.0,31.57,2,Yes,Yes,No,No,Bronze,Roadways,8,2017,1,Wealthy,CT,12974045.058274781,5.5602199860123305
0.38,8.0,5.0,3490.0,4.02,20.23,40.0,24.25,1,No,Yes,Yes,No,Marble,Roadways,6,2019,4,Wealthy,AE,12987811.913558261,5.742650561541583
0.22,21.0,11.0,3492.0,6.73,14.78,231.0,21.509999999999998,1,No,No,No,Yes,Clay,Waterways,10,2018,3,Working Class,OK,12989360.71355826,5.151671786206552
0.84,17.0,6.0,3486.0,12.74,20.97,102.0,33.71,0,Yes,No,Yes,No,Brass,Waterways,7,2015,3,Working Class,AA,12990293.046441738,6.29604060910273
0.72,42.0,7.0,3475.0,21.05,14.52,294.0,35.57,3,Yes,Yes,Yes,Yes,Clay,Airways,7,2016,3,Wealthy,MI,12991551.44644174,6.954037539082695
0.58,14.0,7.0,3482.0,21.13,22.26,98.0,43.39,0,Yes,Yes,No,No,Brass,Airways,8,2015,3,Working Class,WY,13002326.326441739,6.1167747380734285
0.91,14.0,6.0,3496.0,20.71,21.83,84.0,42.54,3,No,No,Yes,No,Brass,Roadways,1,2018,2,Working Class,MD,13023729.44644174,6.512057316632944
0.08,24.0,11.0,3516.0,6.45,23.37,264.0,29.82,-2,Yes,No,No,Yes,Clay,Waterways,4,2016,5,Working Class,WI,13026804.993558262,5.200208273437718
0.08,18.0,7.0,3521.0,5.46,10.3,126.0,15.760000000000002,1,No,No,No,No,Bronze,Roadways,3,2015,1,Working Class,AL,13034582.813558262,4.858881738868719
0.19,18.0,14.0,3518.0,11.68,20.76,252.0,32.44,2,No,Yes,Yes,Yes,Clay,Airways,10,2017,0,Working Class,LA,13037696.613558263,5.686568493921513
0.16,24.0,11.0,3525.0,8.35,17.76,264.0,26.11,-4,No,No,No,Yes,Clay,Waterways,10,2015,5,Working Class,MD,13043017.05355826,5.134974568351863
0.64,29.0,8.0,3534.0,8.3,10.11,232.0,18.41,-3,No,No,No,Yes,Clay,Roadways,12,2016,4,Working Class,NV,13056834.42644174,6.135932788767051
0.08,8.0,5.0,3543.0,8.46,19.09,40.0,27.55,0,No,Yes,No,No,Marble,Airways,5,2015,5,Wealthy,NY,13071556.673558261,5.433241538804557
0.43,15.0,6.0,3542.0,10.25,18.11,90.0,28.36,-1,Yes,No,Yes,No,Brass,Waterways,7,2017,2,Working Class,OH,13072346.03355826,5.552300453013218
0.4618504347826087,17.0,6.0,3553.0,7.71,21.12,102.0,28.830000000000002,1,No,No,Yes,No,Bronze,Roadways,12,2015,5,Working Class,AA,13085605.578274783,5.958786384717399
0.0,17.0,8.0,3554.0,5.93,22.43,136.0,28.36,0,No,No,Yes,No,Bronze,Roadways,11,2018,6,Working Class,CT,13086375.433558261,5.157962748575389
0.33,16.0,9.617647058823529,3563.0,8.48,14.78,153.88235294117646,23.259999999999998,3,No,No,No,No,Bronze,Roadways,8,2017,2,Working Class,AP,13102533.993558262,5.486538155272981
0.26,22.0,13.0,3570.0,5.44,19.46,286.0,24.900000000000002,-4,No,Yes,No,Yes,Clay,Airways,2,2018,2,Wealthy,AK,13111097.79355826,5.613347060518055
0.91,8.0,9.617647058823529,3580.0,5.3,13.05,76.94117647058823,18.35,-3,No,No,No,No,Marble,Roadways,9,2016,4,Working Class,OR,13127634.20644174,5.9126648166181415
0.71,7.0,4.0,3579.0,11.95,24.39,28.0,36.34,2,Yes,Yes,No,No,Stone,Airways,6,2016,6,Working Class,NJ,13134016.04644174,6.121659128765809
0.57,17.0,7.0,3565.0,26.09,20.35,119.0,46.44,4,No,No,Yes,No,Bronze,Roadways,8,2019,3,Working Class,OK,13144514.30644174,6.0572991030295285
0.18,9.0,4.0,3597.0,4.05,19.52,36.0,23.57,0,No,No,Yes,No,Brass,Airways,3,2016,5,Working Class,NE,13155949.63355826,5.391169983562653
0.94,28.0,12.0,3588.0,16.92,19.47,336.0,36.39,0,Yes,Yes,Yes,Yes,Clay,Airways,5,2017,6,Working Class,AA,13159272.646441739,7.305947335790377
0.51,12.0,7.0,3594.0,14.07,16.25,84.0,30.32,0,No,No,No,No,Brass,Roadways,7,2018,4,Working Class,MO,13161739.066441739,5.493184892510509
0.24,16.0,6.0,3591.0,16.83,13.39,96.0,30.22,-1,Yes,No,Yes,No,Brass,Waterways,6,2017,2,Working Class,MT,13163135.473558262,5.309306761347639
0.39,12.0,6.0,3592.0,19.14,21.06,72.0,40.2,0,Yes,No,Yes,No,Brass,Airways,1,2018,4,Working Class,TX,13169841.233558262,5.716139148865572
0.59,14.0,7.0,3605.0,14.01,19.44,98.0,33.45,0,No,No,Yes,No,Brass,Airways,9,2016,6,Working Class,IN,13179232.846441738,5.894237531346878
0.95,39.0,14.0,3614.0,7.38,14.89,546.0,22.27,-4,Yes,No,Yes,No,Aluminium,Waterways,6,2019,5,Working Class,VT,13182796.42644174,7.3429086307921265
0.4,8.0,4.0,3601.0,22.32,15.52,32.0,37.84,-3,Yes,No,No,No,Marble,Roadways,7,2018,0,Working Class,CA,13191871.19355826,5.4165003222257475
0.1,14.0,8.0,3632.0,13.43,14.87,112.0,28.299999999999997,-1,Yes,No,No,No,Bronze,Airways,7,2018,1,Working Class,AR,13221635.833558261,5.175641128680523
0.49,24.0,6.0,3629.0,16.43,19.31,144.0,35.739999999999995,4,Yes,Yes,Yes,No,Bronze,Airways,5,2019,2,Working Class,SC,13222739.62644174,6.094652704904151
0.14,38.0,13.0,3643.0,5.73,15.44,494.0,21.17,0,Yes,No,Yes,No,Aluminium,Waterways,1,2015,4,Working Class,PA,13227592.433558263,5.166555835365783
0.23,21.766204081632655,9.617647058823529,3639.0,13.8,24.07,209.33966866746698,37.870000000000005,-2,No,Yes,No,No,Brass,Roadways,1,2016,6,Wealthy,AP,13233328.673558261,5.514677965565414
0.81,10.0,4.0,3643.0,11.46,11.16,40.0,22.62,3,Yes,No,Yes,No,Marble,Airways,10,2017,3,Working Class,IN,13235477.666441739,5.901512486908321
0.44,15.0,7.0,3649.0,3.78,15.68,105.0,19.46,2,No,No,No,No,Brass,Airways,11,2018,4,Working Class,TX,13239495.23355826,5.49950156650782
0.64,19.0,6.0,3652.0,6.83,13.29,114.0,20.119999999999997,4,No,No,No,No,Brass,Roadways,6,2017,6,Working Class,VA,13242305.90644174,5.954852428611249
0.28,17.0,6.0,3664.0,8.48,21.13,102.0,29.61,-3,Yes,No,Yes,No,Brass,Waterways,2,2017,5,Working Class,SD,13263905.61355826,5.517211903572831
0.4618504347826087,12.0,7.0,3667.0,6.62,17.38,84.0,24.0,-2,No,No,No,No,Brass,Roadways,11,2016,3,Working Class,AK,13266179.158274783,5.289377524978562
0.17,20.0,7.0,3669.0,5.13,11.07,140.0,16.2,1,No,No,No,No,Bronze,Roadways,9,2018,4,Working Class,DE,13269898.09355826,5.031940060590085
0.94,34.0,13.0,3657.0,17.67,17.67,442.0,35.34,3,Yes,No,Yes,No,Aluminium,Airways,1,2016,0,Working Class,CO,13271435.146441739,7.085993510338455
0.62,30.0,12.0,3658.0,17.42,14.16,360.0,31.580000000000002,1,No,No,No,Yes,Clay,Waterways,7,2015,6,Working Class,NM,13271733.26644174,5.7662563659115555
0.88,12.0,7.0,3664.0,21.51,16.95,84.0,38.46,-2,No,No,No,No,Brass,Waterways,1,2019,1,Working Class,OR,13291681.28644174,5.992638857335751
0.4618504347826087,39.0,9.617647058823529,3684.0,16.84,23.32,375.0882352941176,40.16,0,No,No,No,No,Aluminium,Roadways,7,2015,0,Working Class,AE,13312484.258274782,5.590016360357752
0.86,14.0,7.0,3694.0,8.3,17.02,98.0,25.32,-4,No,Yes,Yes,No,Brass,Roadways,10,2016,4,Working Class,WA,13312946.986441739,7.310149008565816
0.19,37.0,12.0,3700.0,10.46,21.54,444.0,32.0,-3,Yes,No,No,Yes,Brass,Waterways,7,2016,3,Working Class,IA,13325888.91355826,5.291645156779972
0.36,27.0,7.0,3706.0,14.95,15.87,189.0,30.82,0,Yes,Yes,No,No,Brass,Airways,3,2016,3,Wealthy,AL,13344248.69355826,5.7725619900510265
0.13,16.0,7.0,3723.0,11.97,18.72,112.0,30.689999999999998,-4,No,No,No,No,Brass,Roadways,9,2017,3,Working Class,ID,13366362.993558262,5.0717303934560665
0.82,19.0,16.0,3726.0,13.59,15.07,304.0,28.66,0,Yes,No,No,Yes,Clay,Waterways,11,2016,4,Working Class,PA,13374592.34644174,6.148275969731844
0.68,10.0,4.0,3734.0,5.09,13.92,40.0,19.009999999999998,0,No,No,Yes,No,Marble,Airways,12,2017,2,Working Class,PA,13375880.56644174,5.812427590105243
0.15,13.0,8.0,3743.0,6.13,12.25,104.0,18.38,-2,No,Yes,Yes,No,Bronze,Airways,8,2019,6,Working Class,WI,13390374.69355826,5.257755754791914
0.75,26.0,10.0,3733.0,16.48,21.18,260.0,37.66,3,No,No,No,Yes,Clay,Roadways,11,2017,3,Working Class,OK,13392088.44644174,6.347161512982026
0.07,15.0,7.0,3746.0,6.52,14.81,105.0,21.33,3,Yes,No,Yes,No,Bronze,Roadways,7,2015,1,Working Class,WV,13395699.033558263,5.172924197139975
0.24,38.0,17.0,3750.0,4.65,17.83,646.0,22.479999999999997,3,Yes,No,No,No,Aluminium,Airways,4,2015,2,Working Class,IN,13402691.13355826,5.4405978738048075
0.91,13.0,7.0,3757.0,13.51,23.02,91.0,36.53,-3,Yes,Yes,No,No,Brass,Roadways,2,2019,4,Wealthy,GA,13425614.426441738,6.568190264650676
0.41,44.0,15.0,3764.0,15.18,14.58,660.0,29.759999999999998,0,Yes,Yes,No,No,Aluminium,Airways,4,2015,4,Working Class,ID,13439881.333558261,5.77793092218126
0.48,12.0,8.0,3781.0,15.13,21.04,96.0,36.17,4,Yes,No,Yes,No,Brass,Waterways,7,2019,2,Working Class,AR,13467848.866441742,5.805436128382701
0.1,14.0,6.0,3807.0,5.87,13.18,84.0,19.05,0,Yes,No,Yes,No,Brass,Waterways,4,2015,0,Wealthy,AP,13496230.853558261,5.234365340055519
0.38,16.0,8.0,3792.0,20.42,18.25,128.0,38.67,3,No,Yes,No,No,Brass,Roadways,9,2016,5,Wealthy,MI,13498138.673558261,5.830003880981357
0.54,5.0,5.0,3801.0,16.01,14.68,25.0,30.69,-1,Yes,No,Yes,No,Stone,Roadways,4,2016,1,Working Class,KS,13502915.78644174,5.758775582950241
0.25,38.0,16.0,3809.0,3.03,17.06,608.0,20.09,-3,No,No,Yes,No,Aluminium,Roadways,3,2018,6,Working Class,AA,13503996.43355826,5.305144011890314
0.4618504347826087,21.0,14.0,3814.0,6.71,14.9,294.0,21.61,-2,No,No,Yes,Yes,Clay,Waterways,7,2018,1,Working Class,MN,13507712.498274783,4.994641404341906
0.24,7.0,4.0,3816.0,11.32,19.28,28.0,30.6,2,No,Yes,No,No,Stone,Airways,3,2019,2,Working Class,DE,13518435.673558261,5.5659752871688895
0.44,47.0,16.0,3829.0,8.16,14.61,752.0,22.77,4,No,Yes,Yes,No,Aluminium,Airways,3,2018,3,Working Class,NC,13534655.853558261,6.330148621525796
0.4,19.0,7.0,3812.0,24.14,23.96,133.0,48.1,-1,No,No,No,No,Bronze,Airways,9,2016,6,Working Class,AK,13540564.21355826,5.654557215846823
0.85,43.0,14.0,3800.0,32.14,19.71,602.0,51.85,4,No,No,Yes,Yes,Clay,Roadways,3,2015,3,Working Class,TN,13542708.48644174,7.334844883186964
0.17,15.0,7.0,3832.0,11.56,13.42,105.0,24.98,-3,Yes,No,No,No,Brass,Roadways,4,2018,0,Working Class,AA,13545742.813558262,5.002199815275154
0.28,24.0,12.0,3841.0,3.47,18.83,288.0,22.299999999999997,4,No,No,Yes,Yes,Clay,Roadways,7,2016,1,Working Class,LA,13556104.21355826,5.635789103502333
0.15,8.0,9.617647058823529,3844.0,4.96,12.89,76.94117647058823,17.85,-1,Yes,No,No,No,Brass,Airways,2,2015,0,Wealthy,NC,13558497.253558261,5.323351384267679
0.5,29.0,14.0,3842.0,10.06,22.22,406.0,32.28,4,No,Yes,No,Yes,Clay,Airways,5,2015,2,Working Class,KS,13559470.40644174,6.277620455563716
0.22,16.0,8.0,3854.0,4.13,19.7,128.0,23.83,0,Yes,No,No,No,Bronze,Airways,1,2018,0,Wealthy,WI,13576471.953558262,5.454722645712173
0.4618504347826087,21.766204081632655,8.0,3859.0,5.31,20.5,174.12963265306124,25.81,3,No,Yes,Yes,No,Brass,Airways,9,2018,3,Wealthy,VT,13582963.718274783,5.646400506418066
0.42,9.0,4.0,3867.0,9.47,22.71,36.0,32.18,1,No,Yes,Yes,No,Brass,Roadways,2,2019,4,Working Class,AP,13600506.31355826,6.108024613019408
0.08,15.0,8.0,3874.0,8.24,10.87,120.0,19.11,0,Yes,No,Yes,No,Brass,Waterways,10,2018,6,Working Class,ND,13610949.353558261,5.174566559111862
0.62,39.0,9.617647058823529,3869.0,15.04,16.6,375.0882352941176,31.64,3,No,Yes,No,Yes,Clay,Roadways,1,2015,1,Working Class,SC,13614722.866441738,6.365266974707305
0.67,8.0,4.0,3882.0,7.58,11.51,32.0,19.09,-1,No,No,No,No,Marble,Roadways,2,2019,5,Working Class,WV,13623207.84644174,5.882458505699668
0.4618504347826087,19.0,9.0,3886.0,5.88,12.29,171.0,18.169999999999998,-1,No,Yes,No,No,Bronze,Airways,10,2015,1,Wealthy,WV,13628305.218274781,5.712907382433202
0.8,21.0,8.0,3883.0,14.84,21.6,168.0,36.44,0,Yes,No,No,No,Bronze,Waterways,4,2019,2,Working Class,NE,13638305.186441738,6.245447633573163
0.71,12.0,8.0,3893.0,12.63,23.35,96.0,35.980000000000004,1,No,No,Yes,No,Brass,Roadways,10,2017,1,Working Class,IL,13650514.866441738,6.169171305413585
0.4618504347826087,45.0,17.0,3907.0,10.3,13.29,765.0,23.59,0,No,No,No,Yes,Brass,Waterways,8,2018,6,Working Class,AA,13669649.538274784,6.237933923725689
0.28,17.0,6.0,3912.0,8.03,15.11,102.0,23.14,-3,No,No,Yes,No,Brass,Roadways,1,2016,5,Wealthy,NJ,13674659.73355826,5.516327765750498
0.14,15.0,8.0,3911.0,14.12,18.68,120.0,32.8,4,No,Yes,No,No,Brass,Airways,4,2015,0,Working Class,NH,13684208.333558261,5.430879539631008
0.64,12.0,7.0,3918.0,3.23,16.7,84.0,19.93,0,No,No,No,No,Brass,Waterways,3,2019,2,Working Class,SC,13687018.22644174,5.571241068024272
0.01,20.0,6.0,3925.0,4.62,17.13,120.0,21.75,1,No,Yes,Yes,No,Bronze,Airways,10,2017,2,Working Class,AZ,13696446.19355826,5.207900196423574
0.33,27.0,6.0,3937.0,5.7,21.17,162.0,26.87,3,No,Yes,No,No,Bronze,Roadways,6,2019,2,Wealthy,AE,13715231.65355826,5.718112638964356
0.4618504347826087,11.0,9.617647058823529,3950.0,8.15,11.0,105.79411764705881,19.15,0,No,No,Yes,No,Brass,Roadways,5,2017,4,Wealthy,TN,13739575.498274783,5.697294808520646
0.69,21.0,6.0,3954.0,14.03,16.43,126.0,30.46,-3,Yes,No,Yes,No,Brass,Waterways,5,2018,3,Working Class,TX,13757319.146441739,5.888102034112829
0.84,43.0,16.0,3968.0,6.28,24.5,688.0,30.78,-1,Yes,No,Yes,No,Aluminium,Waterways,4,2018,6,Working Class,MO,13768912.60644174,7.2667295773781175
0.34,29.0,18.0,3955.0,19.03,13.0,522.0,32.03,1,No,No,Yes,No,Aluminium,Roadways,2,2018,6,Working Class,DE,13769940.03355826,5.529508449441547
0.26,20.0,9.617647058823529,3961.0,15.49,23.21,192.35294117647058,38.7,-4,No,No,Yes,No,Bronze,Waterways,8,2015,1,Working Class,AE,13772349.853558261,5.36550861608836
0.4618504347826087,18.0,9.617647058823529,3973.0,4.59,18.5,173.11764705882354,23.09,3,No,No,Yes,No,Bronze,Roadways,1,2016,0,Working Class,KS,13777918.738274783,5.860814713088523
0.36,21.766204081632655,6.0,3980.0,7.96,10.82,130.59722448979593,18.78,1,Yes,No,No,No,Bronze,Waterways,8,2019,2,Working Class,WV,13790897.37355826,5.350340394615189
0.98,22.0,12.0,3990.0,6.99,10.96,264.0,17.950000000000003,-1,Yes,No,No,Yes,Clay,Waterways,3,2019,1,Working Class,AL,13807813.54644174,6.684424210087605
0.14,16.0,7.0,3995.0,9.32,11.85,112.0,21.17,1,No,No,No,No,Bronze,Roadways,5,2017,4,Working Class,TN,13819218.27355826,5.055417436868149
0.68,39.0,15.0,3996.0,11.76,22.39,585.0,34.15,4,No,Yes,Yes,No,Aluminium,Roadways,12,2018,2,Working Class,KS,13825085.60644174,6.730779408512935
0.95,21.0,6.0,4008.0,5.91,17.23,126.0,23.14,0,Yes,No,No,No,Bronze,Waterways,12,2016,0,Working Class,VA,13838203.566441739,6.489615181507706
0.3,13.0,9.617647058823529,4005.0,14.44,17.41,125.02941176470588,31.85,3,Yes,Yes,No,No,Brass,Roadways,4,2019,5,Wealthy,NJ,13845900.093558261,5.843921157649903
0.45,21.0,12.0,4014.0,3.01,23.59,252.0,26.6,3,No,No,No,Yes,Clay,Roadways,8,2019,0,Working Class,FL,13852520.173558261,5.805044603387864
0.49,21.766204081632655,6.0,4035.0,6.09,14.06,130.59722448979593,20.15,-2,Yes,No,No,No,Brass,Airways,12,2015,5,Wealthy,SD,13884250.766441738,5.748150175722952
0.4618504347826087,22.0,6.0,4037.0,4.06,22.35,132.0,26.41,-4,No,No,No,No,Brass,Roadways,9,2016,4,Working Class,WA,13889768.478274783,5.32047017118917
0.85,13.0,7.0,3996.0,38.03,24.82,91.0,62.85,3,No,No,No,No,Brass,Roadways,12,2016,5,Wealthy,RI,13892026.20644174,6.645429013792664
0.53,9.0,4.0,4036.0,10.56,14.63,36.0,25.19,0,No,Yes,No,No,Brass,Airways,4,2017,3,Working Class,NC,13892176.76644174,5.593074352671779
0.41,17.0,7.0,4044.0,6.69,15.58,119.0,22.27,2,No,No,Yes,No,Bronze,Airways,5,2018,3,Working Class,AP,13900306.87355826,5.739085266358588
0.61,21.766204081632655,5.0,4022.0,28.44,12.45,108.83102040816327,40.89,1,Yes,Yes,No,No,Stone,Airways,1,2019,6,Working Class,MO,13909502.506441738,5.9294561558240355
0.4618504347826087,21.766204081632655,9.617647058823529,4060.0,4.9,13.72,209.33966866746698,18.62,3,No,No,No,No,Brass,Roadways,8,2018,1,Working Class,MN,13928641.298274783,5.112349168833885
0.92,11.0,8.0,4044.0,21.78,19.46,88.0,41.24,-1,Yes,No,Yes,No,Brass,Waterways,3,2015,0,Working Class,ID,13931377.62644174,6.346425523042378
0.77,19.0,8.0,4027.0,33.14,22.73,152.0,55.870000000000005,1,No,Yes,No,No,Bronze,Roadways,1,2015,5,Working Class,AZ,13931527.20644174,6.5537766965911475
0.1,22.0,14.0,4065.0,3.57,23.24,308.0,26.81,2,No,No,Yes,Yes,Clay,Airways,2,2019,0,Working Class,NM,13940483.03355826,5.567275230001538
0.28,11.0,8.0,4063.0,13.27,14.69,88.0,27.96,2,No,No,No,No,Brass,Roadways,2,2018,1,Working Class,KY,13944688.87355826,5.271819375241808
0.09,19.0,8.0,4071.0,5.47,10.45,152.0,15.919999999999998,2,No,No,Yes,No,Bronze,Airways,8,2016,3,Working Class,PA,13947983.73355826,5.139556074163095
0.02,20.0,6.0,4076.0,5.77,17.88,120.0,23.65,2,No,Yes,Yes,No,Brass,Airways,6,2018,6,Working Class,TX,13956873.75355826,5.408023426636094
0.03,18.0,9.0,4083.0,6.46,23.69,162.0,30.150000000000002,0,No,No,No,No,Brass,Roadways,3,2017,2,Wealthy,OK,13969329.71355826,5.252011613671526
0.4618504347826087,22.0,6.0,4081.0,11.23,10.58,132.0,21.810000000000002,2,Yes,No,No,No,Bronze,Airways,4,2017,2,Working Class,WA,13972281.238274783,6.260212240227208
0.16,8.0,4.0,4081.0,12.69,12.65,32.0,25.34,-4,No,No,Yes,No,Marble,Roadways,4,2017,6,Working Class,MN,13975427.15355826,5.242381734217734
0.7,26.0,12.0,4091.0,20.65,22.84,312.0,43.489999999999995,0,Yes,Yes,Yes,Yes,Brass,Airways,1,2019,1,Working Class,WV,14010698.566441739,6.794911276197581
0.97,18.0,16.0,4112.0,18.43,21.96,288.0,40.39,2,No,Yes,No,Yes,Clay,Roadways,9,2015,1,Working Class,CO,14043323.30644174,7.097366865487438
0.18,8.0,4.0,4127.0,5.12,21.58,32.0,26.7,2,No,No,Yes,No,Marble,Waterways,7,2017,6,Working Class,AP,14047114.41355826,5.461710913456472
0.16,24.0,14.0,4123.0,12.13,20.24,336.0,32.37,0,No,No,No,Yes,Clay,Roadways,10,2018,2,Working Class,AE,14048700.89355826,5.29931686688112
0.4618504347826087,7.0,9.617647058823529,4113.0,20.84,16.5,67.3235294117647,37.34,4,No,No,Yes,No,Marble,Roadways,2,2019,1,Working Class,AA,14049806.658274783,5.7418165866407955
0.26,17.0,6.0,4128.0,13.91,16.27,102.0,30.18,4,Yes,Yes,No,No,Brass,Airways,6,2015,2,Working Class,OH,14060941.093558261,5.649994843926477
0.4618504347826087,18.0,8.0,4126.0,16.96,19.22,144.0,36.18,-1,Yes,No,No,No,Bronze,Waterways,1,2015,0,Working Class,NM,14063812.358274784,5.4871178894397
0.63,20.0,9.0,4137.0,5.31,21.93,180.0,27.24,1,Yes,No,No,No,Bronze,Waterways,9,2018,6,Working Class,CT,14064621.72644174,6.023955938307911
0.35,8.0,4.0,4134.0,10.56,16.65,32.0,27.21,4,No,No,Yes,No,Marble,Roadways,6,2017,2,Working Class,AL,14065076.87355826,5.559180504889261
0.4618504347826087,27.0,10.0,4151.0,5.38,22.76,270.0,28.14,-1,Yes,Yes,No,Yes,Clay,Airways,8,2018,0,Wealthy,HI,14089431.178274784,6.120978505640064
0.29,37.0,9.0,4151.0,9.07,24.8,333.0,33.870000000000005,0,Yes,Yes,No,Yes,Clay,Airways,1,2017,0,Wealthy,ID,14093023.433558263,6.189351827006027
0.85,13.0,8.0,4132.0,26.88,10.69,104.0,37.57,-4,No,No,Yes,No,Brass,Waterways,8,2017,5,Wealthy,WV,14099550.80644174,5.964119043712501
0.27,7.0,5.0,4182.0,12.7,22.18,35.0,34.879999999999995,-1,Yes,No,No,No,Marble,Roadways,1,2015,6,Working Class,AP,14155119.293558262,5.591360045241914
0.05,28.0,13.0,4199.0,5.79,17.42,364.0,23.21,-1,No,Yes,Yes,Yes,Clay,Roadways,8,2016,1,Working Class,VA,14175968.833558261,5.3525687813799525
0.15,41.0,10.0,4207.0,8.45,13.95,410.0,22.4,-4,Yes,Yes,No,Yes,Clay,Roadways,9,2018,0,Wealthy,ID,14192733.933558261,5.649502267743131
0.92,42.0,10.0,4217.0,4.23,16.55,420.0,20.78,4,Yes,Yes,Yes,Yes,Clay,Airways,2,2019,4,Wealthy,PA,14210197.38644174,7.652355741130998
0.47,19.0,7.0,4222.0,5.64,13.4,133.0,19.04,2,Yes,No,Yes,No,Brass,Airways,11,2015,0,Working Class,KS,14216701.30644174,5.856417721079795
0.57,10.0,4.0,4228.0,7.0,19.54,40.0,26.54,-1,No,No,No,No,Marble,Roadways,5,2016,6,Working Class,UT,14228239.02644174,5.8590182798076755
0.77,36.0,17.0,4225.0,14.06,17.55,612.0,31.61,0,No,No,Yes,No,Aluminium,Airways,8,2018,4,Working Class,NH,14235414.426441738,6.568386852448824
0.4618504347826087,9.0,4.0,4222.0,20.26,13.0,36.0,33.260000000000005,-4,No,No,No,No,Brass,Roadways,1,2017,1,Working Class,CO,14243516.878274782,5.771285347757787
0.05,7.0,4.0,4239.0,4.42,18.7,28.0,23.119999999999997,0,No,No,No,No,Stone,Airways,3,2017,5,Working Class,KS,14249388.03355826,5.315518573867812
0.44,7.0,4.0,4241.0,12.51,14.99,28.0,27.5,-1,No,No,Yes,No,Stone,Roadways,10,2018,4,Working Class,WY,14260776.89355826,5.543887550423803
0.3,9.0,4.0,4258.0,7.69,17.31,36.0,25.0,1,No,No,No,No,Stone,Roadways,6,2015,2,Working Class,SD,14283492.153558262,5.523538757657212
0.92,36.0,12.0,4260.0,12.76,13.29,432.0,26.049999999999997,0,No,Yes,Yes,Yes,Clay,Roadways,1,2018,1,Wealthy,SD,14296536.36644174,7.213392685298453
0.79,16.0,7.0,4270.0,16.84,18.79,112.0,35.629999999999995,-2,No,No,Yes,No,Bronze,Roadways,11,2018,3,Working Class,IN,14323008.346441738,6.025769350799973
0.19,19.0,9.617647058823529,4294.0,5.87,11.99,182.73529411764704,17.86,-4,Yes,No,Yes,No,Brass,Roadways,7,2016,6,Working Class,MA,14347512.933558263,5.255357672107901
0.63,7.0,5.0,4305.0,20.05,22.17,35.0,42.22,-4,No,Yes,No,No,Stone,Airways,9,2018,5,Wealthy,ID,14393768.646441739,6.062575174565935
0.4618504347826087,16.0,7.0,4313.0,18.31,13.32,112.0,31.63,4,No,No,No,No,Brass,Roadways,5,2019,2,Working Class,OH,14404097.038274782,5.619458392743483
0.84,28.0,8.0,4320.0,14.71,17.7,224.0,32.41,-2,No,No,No,No,Bronze,Roadways,12,2015,1,Working Class,KS,14409500.46644174,6.236408728381044
0.24,15.0,9.617647058823529,4343.0,4.73,10.7,144.26470588235293,15.43,2,Yes,No,No,No,Brass,Airways,8,2017,1,Working Class,AK,14437751.03355826,5.287862908644177
